"TIME","GEO","UNIT","AGE","Value","Flag and Footnotes"
"1990","Belgium","Number","Less than 2 years",":",""
"1990","Belgium","Number","From 2 to 5 years",":",""
"1990","Belgium","Number","From 5 to 10 years",":",""
"1990","Belgium","Number","Over 10 years",":",""
"1990","Bulgaria","Number","Less than 2 years",":",""
"1990","Bulgaria","Number","From 2 to 5 years",":",""
"1990","Bulgaria","Number","From 5 to 10 years",":",""
"1990","Bulgaria","Number","Over 10 years",":",""
"1990","Czech Republic","Number","Less than 2 years",":",""
"1990","Czech Republic","Number","From 2 to 5 years",":",""
"1990","Czech Republic","Number","From 5 to 10 years",":",""
"1990","Czech Republic","Number","Over 10 years",":",""
"1990","Denmark","Number","Less than 2 years",":",""
"1990","Denmark","Number","From 2 to 5 years",":",""
"1990","Denmark","Number","From 5 to 10 years",":",""
"1990","Denmark","Number","Over 10 years",":",""
"1990","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years",":",""
"1990","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years",":",""
"1990","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years",":",""
"1990","Germany (until 1990 former territory of the FRG)","Number","Over 10 years",":",""
"1990","Estonia","Number","Less than 2 years",":",""
"1990","Estonia","Number","From 2 to 5 years",":",""
"1990","Estonia","Number","From 5 to 10 years",":",""
"1990","Estonia","Number","Over 10 years",":",""
"1990","Ireland","Number","Less than 2 years","207,000",""
"1990","Ireland","Number","From 2 to 5 years","166,000",""
"1990","Ireland","Number","From 5 to 10 years","306,000",""
"1990","Ireland","Number","Over 10 years","117,000",""
"1990","Greece","Number","Less than 2 years",":",""
"1990","Greece","Number","From 2 to 5 years",":",""
"1990","Greece","Number","From 5 to 10 years",":",""
"1990","Greece","Number","Over 10 years",":",""
"1990","Spain","Number","Less than 2 years",":",""
"1990","Spain","Number","From 2 to 5 years",":",""
"1990","Spain","Number","From 5 to 10 years",":",""
"1990","Spain","Number","Over 10 years",":",""
"1990","France","Number","Less than 2 years",":",""
"1990","France","Number","From 2 to 5 years",":",""
"1990","France","Number","From 5 to 10 years",":",""
"1990","France","Number","Over 10 years",":",""
"1990","Croatia","Number","Less than 2 years",":",""
"1990","Croatia","Number","From 2 to 5 years",":",""
"1990","Croatia","Number","From 5 to 10 years",":",""
"1990","Croatia","Number","Over 10 years",":",""
"1990","Italy","Number","Less than 2 years",":",""
"1990","Italy","Number","From 2 to 5 years",":",""
"1990","Italy","Number","From 5 to 10 years",":",""
"1990","Italy","Number","Over 10 years",":",""
"1990","Cyprus","Number","Less than 2 years",":",""
"1990","Cyprus","Number","From 2 to 5 years",":",""
"1990","Cyprus","Number","From 5 to 10 years",":",""
"1990","Cyprus","Number","Over 10 years",":",""
"1990","Latvia","Number","Less than 2 years",":",""
"1990","Latvia","Number","From 2 to 5 years",":",""
"1990","Latvia","Number","From 5 to 10 years",":",""
"1990","Latvia","Number","Over 10 years",":",""
"1990","Lithuania","Number","Less than 2 years",":",""
"1990","Lithuania","Number","From 2 to 5 years",":",""
"1990","Lithuania","Number","From 5 to 10 years",":",""
"1990","Lithuania","Number","Over 10 years",":",""
"1990","Luxembourg","Number","Less than 2 years",":",""
"1990","Luxembourg","Number","From 2 to 5 years",":",""
"1990","Luxembourg","Number","From 5 to 10 years",":",""
"1990","Luxembourg","Number","Over 10 years",":",""
"1990","Hungary","Number","Less than 2 years",":",""
"1990","Hungary","Number","From 2 to 5 years",":",""
"1990","Hungary","Number","From 5 to 10 years",":",""
"1990","Hungary","Number","Over 10 years",":",""
"1990","Malta","Number","Less than 2 years",":",""
"1990","Malta","Number","From 2 to 5 years",":",""
"1990","Malta","Number","From 5 to 10 years",":",""
"1990","Malta","Number","Over 10 years",":",""
"1990","Netherlands","Number","Less than 2 years",":",""
"1990","Netherlands","Number","From 2 to 5 years",":",""
"1990","Netherlands","Number","From 5 to 10 years",":",""
"1990","Netherlands","Number","Over 10 years",":",""
"1990","Austria","Number","Less than 2 years",":",""
"1990","Austria","Number","From 2 to 5 years",":",""
"1990","Austria","Number","From 5 to 10 years",":",""
"1990","Austria","Number","Over 10 years",":",""
"1990","Poland","Number","Less than 2 years",":",""
"1990","Poland","Number","From 2 to 5 years",":",""
"1990","Poland","Number","From 5 to 10 years",":",""
"1990","Poland","Number","Over 10 years",":",""
"1990","Portugal","Number","Less than 2 years",":",""
"1990","Portugal","Number","From 2 to 5 years",":",""
"1990","Portugal","Number","From 5 to 10 years",":",""
"1990","Portugal","Number","Over 10 years",":",""
"1990","Romania","Number","Less than 2 years",":",""
"1990","Romania","Number","From 2 to 5 years",":",""
"1990","Romania","Number","From 5 to 10 years",":",""
"1990","Romania","Number","Over 10 years",":",""
"1990","Slovenia","Number","Less than 2 years",":",""
"1990","Slovenia","Number","From 2 to 5 years",":",""
"1990","Slovenia","Number","From 5 to 10 years",":",""
"1990","Slovenia","Number","Over 10 years",":",""
"1990","Slovakia","Number","Less than 2 years",":",""
"1990","Slovakia","Number","From 2 to 5 years",":",""
"1990","Slovakia","Number","From 5 to 10 years",":",""
"1990","Slovakia","Number","Over 10 years",":",""
"1990","Finland","Number","Less than 2 years",":",""
"1990","Finland","Number","From 2 to 5 years",":",""
"1990","Finland","Number","From 5 to 10 years",":",""
"1990","Finland","Number","Over 10 years",":",""
"1990","Sweden","Number","Less than 2 years",":",""
"1990","Sweden","Number","From 2 to 5 years",":",""
"1990","Sweden","Number","From 5 to 10 years",":",""
"1990","Sweden","Number","Over 10 years",":",""
"1990","United Kingdom","Number","Less than 2 years",":",""
"1990","United Kingdom","Number","From 2 to 5 years",":",""
"1990","United Kingdom","Number","From 5 to 10 years",":",""
"1990","United Kingdom","Number","Over 10 years",":",""
"1990","Iceland","Number","Less than 2 years",":",""
"1990","Iceland","Number","From 2 to 5 years",":",""
"1990","Iceland","Number","From 5 to 10 years",":",""
"1990","Iceland","Number","Over 10 years",":",""
"1990","Liechtenstein","Number","Less than 2 years",":",""
"1990","Liechtenstein","Number","From 2 to 5 years",":",""
"1990","Liechtenstein","Number","From 5 to 10 years",":",""
"1990","Liechtenstein","Number","Over 10 years",":",""
"1990","Norway","Number","Less than 2 years",":",""
"1990","Norway","Number","From 2 to 5 years",":",""
"1990","Norway","Number","From 5 to 10 years",":",""
"1990","Norway","Number","Over 10 years",":",""
"1990","Switzerland","Number","Less than 2 years",":",""
"1990","Switzerland","Number","From 2 to 5 years",":",""
"1990","Switzerland","Number","From 5 to 10 years",":",""
"1990","Switzerland","Number","Over 10 years",":",""
"1990","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years",":",""
"1990","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years",":",""
"1990","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years",":",""
"1990","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years",":",""
"1990","Turkey","Number","Less than 2 years",":",""
"1990","Turkey","Number","From 2 to 5 years",":",""
"1990","Turkey","Number","From 5 to 10 years",":",""
"1990","Turkey","Number","Over 10 years",":",""
"1991","Belgium","Number","Less than 2 years",":",""
"1991","Belgium","Number","From 2 to 5 years",":",""
"1991","Belgium","Number","From 5 to 10 years",":",""
"1991","Belgium","Number","Over 10 years",":",""
"1991","Bulgaria","Number","Less than 2 years",":",""
"1991","Bulgaria","Number","From 2 to 5 years",":",""
"1991","Bulgaria","Number","From 5 to 10 years",":",""
"1991","Bulgaria","Number","Over 10 years",":",""
"1991","Czech Republic","Number","Less than 2 years",":",""
"1991","Czech Republic","Number","From 2 to 5 years",":",""
"1991","Czech Republic","Number","From 5 to 10 years",":",""
"1991","Czech Republic","Number","Over 10 years",":",""
"1991","Denmark","Number","Less than 2 years",":",""
"1991","Denmark","Number","From 2 to 5 years",":",""
"1991","Denmark","Number","From 5 to 10 years",":",""
"1991","Denmark","Number","Over 10 years",":",""
"1991","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years",":",""
"1991","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years",":",""
"1991","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years",":",""
"1991","Germany (until 1990 former territory of the FRG)","Number","Over 10 years",":",""
"1991","Estonia","Number","Less than 2 years",":",""
"1991","Estonia","Number","From 2 to 5 years",":",""
"1991","Estonia","Number","From 5 to 10 years",":",""
"1991","Estonia","Number","Over 10 years",":",""
"1991","Ireland","Number","Less than 2 years",":",""
"1991","Ireland","Number","From 2 to 5 years",":",""
"1991","Ireland","Number","From 5 to 10 years",":",""
"1991","Ireland","Number","Over 10 years",":",""
"1991","Greece","Number","Less than 2 years",":",""
"1991","Greece","Number","From 2 to 5 years",":",""
"1991","Greece","Number","From 5 to 10 years",":",""
"1991","Greece","Number","Over 10 years",":",""
"1991","Spain","Number","Less than 2 years",":",""
"1991","Spain","Number","From 2 to 5 years",":",""
"1991","Spain","Number","From 5 to 10 years",":",""
"1991","Spain","Number","Over 10 years",":",""
"1991","France","Number","Less than 2 years",":",""
"1991","France","Number","From 2 to 5 years",":",""
"1991","France","Number","From 5 to 10 years",":",""
"1991","France","Number","Over 10 years",":",""
"1991","Croatia","Number","Less than 2 years",":",""
"1991","Croatia","Number","From 2 to 5 years",":",""
"1991","Croatia","Number","From 5 to 10 years",":",""
"1991","Croatia","Number","Over 10 years",":",""
"1991","Italy","Number","Less than 2 years",":",""
"1991","Italy","Number","From 2 to 5 years",":",""
"1991","Italy","Number","From 5 to 10 years",":",""
"1991","Italy","Number","Over 10 years",":",""
"1991","Cyprus","Number","Less than 2 years",":",""
"1991","Cyprus","Number","From 2 to 5 years",":",""
"1991","Cyprus","Number","From 5 to 10 years",":",""
"1991","Cyprus","Number","Over 10 years",":",""
"1991","Latvia","Number","Less than 2 years",":",""
"1991","Latvia","Number","From 2 to 5 years",":",""
"1991","Latvia","Number","From 5 to 10 years",":",""
"1991","Latvia","Number","Over 10 years",":",""
"1991","Lithuania","Number","Less than 2 years",":",""
"1991","Lithuania","Number","From 2 to 5 years",":",""
"1991","Lithuania","Number","From 5 to 10 years",":",""
"1991","Lithuania","Number","Over 10 years",":",""
"1991","Luxembourg","Number","Less than 2 years",":",""
"1991","Luxembourg","Number","From 2 to 5 years",":",""
"1991","Luxembourg","Number","From 5 to 10 years",":",""
"1991","Luxembourg","Number","Over 10 years",":",""
"1991","Hungary","Number","Less than 2 years",":",""
"1991","Hungary","Number","From 2 to 5 years",":",""
"1991","Hungary","Number","From 5 to 10 years",":",""
"1991","Hungary","Number","Over 10 years",":",""
"1991","Malta","Number","Less than 2 years",":",""
"1991","Malta","Number","From 2 to 5 years",":",""
"1991","Malta","Number","From 5 to 10 years",":",""
"1991","Malta","Number","Over 10 years",":",""
"1991","Netherlands","Number","Less than 2 years",":",""
"1991","Netherlands","Number","From 2 to 5 years",":",""
"1991","Netherlands","Number","From 5 to 10 years",":",""
"1991","Netherlands","Number","Over 10 years",":",""
"1991","Austria","Number","Less than 2 years",":",""
"1991","Austria","Number","From 2 to 5 years",":",""
"1991","Austria","Number","From 5 to 10 years",":",""
"1991","Austria","Number","Over 10 years",":",""
"1991","Poland","Number","Less than 2 years",":",""
"1991","Poland","Number","From 2 to 5 years",":",""
"1991","Poland","Number","From 5 to 10 years",":",""
"1991","Poland","Number","Over 10 years",":",""
"1991","Portugal","Number","Less than 2 years",":",""
"1991","Portugal","Number","From 2 to 5 years",":",""
"1991","Portugal","Number","From 5 to 10 years",":",""
"1991","Portugal","Number","Over 10 years",":",""
"1991","Romania","Number","Less than 2 years",":",""
"1991","Romania","Number","From 2 to 5 years",":",""
"1991","Romania","Number","From 5 to 10 years",":",""
"1991","Romania","Number","Over 10 years",":",""
"1991","Slovenia","Number","Less than 2 years",":",""
"1991","Slovenia","Number","From 2 to 5 years",":",""
"1991","Slovenia","Number","From 5 to 10 years",":",""
"1991","Slovenia","Number","Over 10 years",":",""
"1991","Slovakia","Number","Less than 2 years",":",""
"1991","Slovakia","Number","From 2 to 5 years",":",""
"1991","Slovakia","Number","From 5 to 10 years",":",""
"1991","Slovakia","Number","Over 10 years",":",""
"1991","Finland","Number","Less than 2 years",":",""
"1991","Finland","Number","From 2 to 5 years",":",""
"1991","Finland","Number","From 5 to 10 years",":",""
"1991","Finland","Number","Over 10 years",":",""
"1991","Sweden","Number","Less than 2 years",":",""
"1991","Sweden","Number","From 2 to 5 years",":",""
"1991","Sweden","Number","From 5 to 10 years",":",""
"1991","Sweden","Number","Over 10 years",":",""
"1991","United Kingdom","Number","Less than 2 years",":",""
"1991","United Kingdom","Number","From 2 to 5 years",":",""
"1991","United Kingdom","Number","From 5 to 10 years",":",""
"1991","United Kingdom","Number","Over 10 years",":",""
"1991","Iceland","Number","Less than 2 years",":",""
"1991","Iceland","Number","From 2 to 5 years",":",""
"1991","Iceland","Number","From 5 to 10 years",":",""
"1991","Iceland","Number","Over 10 years",":",""
"1991","Liechtenstein","Number","Less than 2 years",":",""
"1991","Liechtenstein","Number","From 2 to 5 years",":",""
"1991","Liechtenstein","Number","From 5 to 10 years",":",""
"1991","Liechtenstein","Number","Over 10 years",":",""
"1991","Norway","Number","Less than 2 years",":",""
"1991","Norway","Number","From 2 to 5 years",":",""
"1991","Norway","Number","From 5 to 10 years",":",""
"1991","Norway","Number","Over 10 years",":",""
"1991","Switzerland","Number","Less than 2 years",":",""
"1991","Switzerland","Number","From 2 to 5 years",":",""
"1991","Switzerland","Number","From 5 to 10 years",":",""
"1991","Switzerland","Number","Over 10 years",":",""
"1991","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years",":",""
"1991","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years",":",""
"1991","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years",":",""
"1991","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years",":",""
"1991","Turkey","Number","Less than 2 years",":",""
"1991","Turkey","Number","From 2 to 5 years",":",""
"1991","Turkey","Number","From 5 to 10 years",":",""
"1991","Turkey","Number","Over 10 years",":",""
"1992","Belgium","Number","Less than 2 years","697,000","d"
"1992","Belgium","Number","From 2 to 5 years","1,177,000","d"
"1992","Belgium","Number","From 5 to 10 years","1,418,000","d"
"1992","Belgium","Number","Over 10 years","729,000","d"
"1992","Bulgaria","Number","Less than 2 years",":",""
"1992","Bulgaria","Number","From 2 to 5 years",":",""
"1992","Bulgaria","Number","From 5 to 10 years",":",""
"1992","Bulgaria","Number","Over 10 years",":",""
"1992","Czech Republic","Number","Less than 2 years",":",""
"1992","Czech Republic","Number","From 2 to 5 years",":",""
"1992","Czech Republic","Number","From 5 to 10 years",":",""
"1992","Czech Republic","Number","Over 10 years",":",""
"1992","Denmark","Number","Less than 2 years",":",""
"1992","Denmark","Number","From 2 to 5 years",":",""
"1992","Denmark","Number","From 5 to 10 years",":",""
"1992","Denmark","Number","Over 10 years",":",""
"1992","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years",":",""
"1992","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years",":",""
"1992","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years",":",""
"1992","Germany (until 1990 former territory of the FRG)","Number","Over 10 years",":",""
"1992","Estonia","Number","Less than 2 years",":",""
"1992","Estonia","Number","From 2 to 5 years",":",""
"1992","Estonia","Number","From 5 to 10 years",":",""
"1992","Estonia","Number","Over 10 years",":",""
"1992","Ireland","Number","Less than 2 years",":",""
"1992","Ireland","Number","From 2 to 5 years",":",""
"1992","Ireland","Number","From 5 to 10 years",":",""
"1992","Ireland","Number","Over 10 years",":",""
"1992","Greece","Number","Less than 2 years",":",""
"1992","Greece","Number","From 2 to 5 years",":",""
"1992","Greece","Number","From 5 to 10 years",":",""
"1992","Greece","Number","Over 10 years",":",""
"1992","Spain","Number","Less than 2 years",":",""
"1992","Spain","Number","From 2 to 5 years",":",""
"1992","Spain","Number","From 5 to 10 years",":",""
"1992","Spain","Number","Over 10 years",":",""
"1992","France","Number","Less than 2 years",":",""
"1992","France","Number","From 2 to 5 years",":",""
"1992","France","Number","From 5 to 10 years",":",""
"1992","France","Number","Over 10 years",":",""
"1992","Croatia","Number","Less than 2 years",":",""
"1992","Croatia","Number","From 2 to 5 years",":",""
"1992","Croatia","Number","From 5 to 10 years",":",""
"1992","Croatia","Number","Over 10 years",":",""
"1992","Italy","Number","Less than 2 years",":",""
"1992","Italy","Number","From 2 to 5 years",":",""
"1992","Italy","Number","From 5 to 10 years",":",""
"1992","Italy","Number","Over 10 years",":",""
"1992","Cyprus","Number","Less than 2 years",":",""
"1992","Cyprus","Number","From 2 to 5 years",":",""
"1992","Cyprus","Number","From 5 to 10 years",":",""
"1992","Cyprus","Number","Over 10 years",":",""
"1992","Latvia","Number","Less than 2 years",":",""
"1992","Latvia","Number","From 2 to 5 years",":",""
"1992","Latvia","Number","From 5 to 10 years",":",""
"1992","Latvia","Number","Over 10 years",":",""
"1992","Lithuania","Number","Less than 2 years",":",""
"1992","Lithuania","Number","From 2 to 5 years",":",""
"1992","Lithuania","Number","From 5 to 10 years",":",""
"1992","Lithuania","Number","Over 10 years",":",""
"1992","Luxembourg","Number","Less than 2 years",":",""
"1992","Luxembourg","Number","From 2 to 5 years",":",""
"1992","Luxembourg","Number","From 5 to 10 years",":",""
"1992","Luxembourg","Number","Over 10 years",":",""
"1992","Hungary","Number","Less than 2 years",":",""
"1992","Hungary","Number","From 2 to 5 years",":",""
"1992","Hungary","Number","From 5 to 10 years",":",""
"1992","Hungary","Number","Over 10 years",":",""
"1992","Malta","Number","Less than 2 years",":",""
"1992","Malta","Number","From 2 to 5 years",":",""
"1992","Malta","Number","From 5 to 10 years",":",""
"1992","Malta","Number","Over 10 years",":",""
"1992","Netherlands","Number","Less than 2 years",":",""
"1992","Netherlands","Number","From 2 to 5 years",":",""
"1992","Netherlands","Number","From 5 to 10 years",":",""
"1992","Netherlands","Number","Over 10 years",":",""
"1992","Austria","Number","Less than 2 years",":",""
"1992","Austria","Number","From 2 to 5 years",":",""
"1992","Austria","Number","From 5 to 10 years",":",""
"1992","Austria","Number","Over 10 years",":",""
"1992","Poland","Number","Less than 2 years",":",""
"1992","Poland","Number","From 2 to 5 years",":",""
"1992","Poland","Number","From 5 to 10 years",":",""
"1992","Poland","Number","Over 10 years",":",""
"1992","Portugal","Number","Less than 2 years",":",""
"1992","Portugal","Number","From 2 to 5 years",":",""
"1992","Portugal","Number","From 5 to 10 years",":",""
"1992","Portugal","Number","Over 10 years",":",""
"1992","Romania","Number","Less than 2 years",":",""
"1992","Romania","Number","From 2 to 5 years",":",""
"1992","Romania","Number","From 5 to 10 years",":",""
"1992","Romania","Number","Over 10 years",":",""
"1992","Slovenia","Number","Less than 2 years","83,000",""
"1992","Slovenia","Number","From 2 to 5 years","189,000",""
"1992","Slovenia","Number","From 5 to 10 years","172,000",""
"1992","Slovenia","Number","Over 10 years","162,000",""
"1992","Slovakia","Number","Less than 2 years",":",""
"1992","Slovakia","Number","From 2 to 5 years",":",""
"1992","Slovakia","Number","From 5 to 10 years",":",""
"1992","Slovakia","Number","Over 10 years",":",""
"1992","Finland","Number","Less than 2 years",":",""
"1992","Finland","Number","From 2 to 5 years",":",""
"1992","Finland","Number","From 5 to 10 years",":",""
"1992","Finland","Number","Over 10 years",":",""
"1992","Sweden","Number","Less than 2 years",":",""
"1992","Sweden","Number","From 2 to 5 years",":",""
"1992","Sweden","Number","From 5 to 10 years",":",""
"1992","Sweden","Number","Over 10 years",":",""
"1992","United Kingdom","Number","Less than 2 years",":",""
"1992","United Kingdom","Number","From 2 to 5 years",":",""
"1992","United Kingdom","Number","From 5 to 10 years",":",""
"1992","United Kingdom","Number","Over 10 years",":",""
"1992","Iceland","Number","Less than 2 years",":",""
"1992","Iceland","Number","From 2 to 5 years",":",""
"1992","Iceland","Number","From 5 to 10 years",":",""
"1992","Iceland","Number","Over 10 years",":",""
"1992","Liechtenstein","Number","Less than 2 years",":",""
"1992","Liechtenstein","Number","From 2 to 5 years",":",""
"1992","Liechtenstein","Number","From 5 to 10 years",":",""
"1992","Liechtenstein","Number","Over 10 years",":",""
"1992","Norway","Number","Less than 2 years",":",""
"1992","Norway","Number","From 2 to 5 years",":",""
"1992","Norway","Number","From 5 to 10 years",":",""
"1992","Norway","Number","Over 10 years",":",""
"1992","Switzerland","Number","Less than 2 years",":",""
"1992","Switzerland","Number","From 2 to 5 years",":",""
"1992","Switzerland","Number","From 5 to 10 years",":",""
"1992","Switzerland","Number","Over 10 years",":",""
"1992","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years",":",""
"1992","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years",":",""
"1992","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years",":",""
"1992","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years",":",""
"1992","Turkey","Number","Less than 2 years",":",""
"1992","Turkey","Number","From 2 to 5 years",":",""
"1992","Turkey","Number","From 5 to 10 years",":",""
"1992","Turkey","Number","Over 10 years",":",""
"1993","Belgium","Number","Less than 2 years","647,000","d"
"1993","Belgium","Number","From 2 to 5 years","1,175,000","d"
"1993","Belgium","Number","From 5 to 10 years","1,510,000","d"
"1993","Belgium","Number","Over 10 years","778,000","d"
"1993","Bulgaria","Number","Less than 2 years",":",""
"1993","Bulgaria","Number","From 2 to 5 years",":",""
"1993","Bulgaria","Number","From 5 to 10 years",":",""
"1993","Bulgaria","Number","Over 10 years",":",""
"1993","Czech Republic","Number","Less than 2 years","239,245",""
"1993","Czech Republic","Number","From 2 to 5 years","414,096",""
"1993","Czech Republic","Number","From 5 to 10 years","708,335",""
"1993","Czech Republic","Number","Over 10 years","1,471,467",""
"1993","Denmark","Number","Less than 2 years",":",""
"1993","Denmark","Number","From 2 to 5 years",":",""
"1993","Denmark","Number","From 5 to 10 years",":",""
"1993","Denmark","Number","Over 10 years",":",""
"1993","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years",":",""
"1993","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years",":",""
"1993","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years",":",""
"1993","Germany (until 1990 former territory of the FRG)","Number","Over 10 years",":",""
"1993","Estonia","Number","Less than 2 years",":",""
"1993","Estonia","Number","From 2 to 5 years",":",""
"1993","Estonia","Number","From 5 to 10 years",":",""
"1993","Estonia","Number","Over 10 years",":",""
"1993","Ireland","Number","Less than 2 years","126,500",""
"1993","Ireland","Number","From 2 to 5 years","235,100",""
"1993","Ireland","Number","From 5 to 10 years","320,000",""
"1993","Ireland","Number","Over 10 years","209,200",""
"1993","Greece","Number","Less than 2 years",":",""
"1993","Greece","Number","From 2 to 5 years",":",""
"1993","Greece","Number","From 5 to 10 years",":",""
"1993","Greece","Number","Over 10 years",":",""
"1993","Spain","Number","Less than 2 years",":",""
"1993","Spain","Number","From 2 to 5 years",":",""
"1993","Spain","Number","From 5 to 10 years",":",""
"1993","Spain","Number","Over 10 years",":",""
"1993","France","Number","Less than 2 years",":",""
"1993","France","Number","From 2 to 5 years",":",""
"1993","France","Number","From 5 to 10 years",":",""
"1993","France","Number","Over 10 years",":",""
"1993","Croatia","Number","Less than 2 years",":",""
"1993","Croatia","Number","From 2 to 5 years",":",""
"1993","Croatia","Number","From 5 to 10 years",":",""
"1993","Croatia","Number","Over 10 years",":",""
"1993","Italy","Number","Less than 2 years",":",""
"1993","Italy","Number","From 2 to 5 years",":",""
"1993","Italy","Number","From 5 to 10 years",":",""
"1993","Italy","Number","Over 10 years",":",""
"1993","Cyprus","Number","Less than 2 years",":",""
"1993","Cyprus","Number","From 2 to 5 years",":",""
"1993","Cyprus","Number","From 5 to 10 years",":",""
"1993","Cyprus","Number","Over 10 years",":",""
"1993","Latvia","Number","Less than 2 years",":",""
"1993","Latvia","Number","From 2 to 5 years",":",""
"1993","Latvia","Number","From 5 to 10 years",":",""
"1993","Latvia","Number","Over 10 years",":",""
"1993","Lithuania","Number","Less than 2 years",":",""
"1993","Lithuania","Number","From 2 to 5 years",":",""
"1993","Lithuania","Number","From 5 to 10 years",":",""
"1993","Lithuania","Number","Over 10 years",":",""
"1993","Luxembourg","Number","Less than 2 years",":",""
"1993","Luxembourg","Number","From 2 to 5 years",":",""
"1993","Luxembourg","Number","From 5 to 10 years",":",""
"1993","Luxembourg","Number","Over 10 years",":",""
"1993","Hungary","Number","Less than 2 years",":",""
"1993","Hungary","Number","From 2 to 5 years",":",""
"1993","Hungary","Number","From 5 to 10 years",":",""
"1993","Hungary","Number","Over 10 years",":",""
"1993","Malta","Number","Less than 2 years",":",""
"1993","Malta","Number","From 2 to 5 years",":",""
"1993","Malta","Number","From 5 to 10 years",":",""
"1993","Malta","Number","Over 10 years",":",""
"1993","Netherlands","Number","Less than 2 years",":",""
"1993","Netherlands","Number","From 2 to 5 years",":",""
"1993","Netherlands","Number","From 5 to 10 years",":",""
"1993","Netherlands","Number","Over 10 years",":",""
"1993","Austria","Number","Less than 2 years",":",""
"1993","Austria","Number","From 2 to 5 years",":",""
"1993","Austria","Number","From 5 to 10 years",":",""
"1993","Austria","Number","Over 10 years",":",""
"1993","Poland","Number","Less than 2 years",":",""
"1993","Poland","Number","From 2 to 5 years",":",""
"1993","Poland","Number","From 5 to 10 years",":",""
"1993","Poland","Number","Over 10 years",":",""
"1993","Portugal","Number","Less than 2 years",":",""
"1993","Portugal","Number","From 2 to 5 years",":",""
"1993","Portugal","Number","From 5 to 10 years",":",""
"1993","Portugal","Number","Over 10 years",":",""
"1993","Romania","Number","Less than 2 years",":",""
"1993","Romania","Number","From 2 to 5 years",":",""
"1993","Romania","Number","From 5 to 10 years",":",""
"1993","Romania","Number","Over 10 years",":",""
"1993","Slovenia","Number","Less than 2 years","88,507",""
"1993","Slovenia","Number","From 2 to 5 years","241,065",""
"1993","Slovenia","Number","From 5 to 10 years","148,925",""
"1993","Slovenia","Number","Over 10 years","154,066",""
"1993","Slovakia","Number","Less than 2 years",":",""
"1993","Slovakia","Number","From 2 to 5 years",":",""
"1993","Slovakia","Number","From 5 to 10 years",":",""
"1993","Slovakia","Number","Over 10 years",":",""
"1993","Finland","Number","Less than 2 years",":",""
"1993","Finland","Number","From 2 to 5 years",":",""
"1993","Finland","Number","From 5 to 10 years",":",""
"1993","Finland","Number","Over 10 years",":",""
"1993","Sweden","Number","Less than 2 years",":",""
"1993","Sweden","Number","From 2 to 5 years",":",""
"1993","Sweden","Number","From 5 to 10 years",":",""
"1993","Sweden","Number","Over 10 years",":",""
"1993","United Kingdom","Number","Less than 2 years",":",""
"1993","United Kingdom","Number","From 2 to 5 years",":",""
"1993","United Kingdom","Number","From 5 to 10 years",":",""
"1993","United Kingdom","Number","Over 10 years",":",""
"1993","Iceland","Number","Less than 2 years",":",""
"1993","Iceland","Number","From 2 to 5 years",":",""
"1993","Iceland","Number","From 5 to 10 years",":",""
"1993","Iceland","Number","Over 10 years",":",""
"1993","Liechtenstein","Number","Less than 2 years",":",""
"1993","Liechtenstein","Number","From 2 to 5 years",":",""
"1993","Liechtenstein","Number","From 5 to 10 years",":",""
"1993","Liechtenstein","Number","Over 10 years",":",""
"1993","Norway","Number","Less than 2 years",":",""
"1993","Norway","Number","From 2 to 5 years",":",""
"1993","Norway","Number","From 5 to 10 years",":",""
"1993","Norway","Number","Over 10 years",":",""
"1993","Switzerland","Number","Less than 2 years",":",""
"1993","Switzerland","Number","From 2 to 5 years",":",""
"1993","Switzerland","Number","From 5 to 10 years",":",""
"1993","Switzerland","Number","Over 10 years",":",""
"1993","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years","6,519",""
"1993","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years","36,068",""
"1993","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years","44,435",""
