"TIME","GEO","UNIT","AGE","Value","Flag and Footnotes"
"2002","Portugal","Number","From 5 to 10 years",":",""
"2002","Portugal","Number","Over 10 years",":",""
"2002","Romania","Number","Less than 2 years",":",""
"2002","Romania","Number","From 2 to 5 years",":",""
"2002","Romania","Number","From 5 to 10 years",":",""
"2002","Romania","Number","Over 10 years",":",""
"2002","Slovenia","Number","Less than 2 years","227,800",""
"2002","Slovenia","Number","From 2 to 5 years","230,100",""
"2002","Slovenia","Number","From 5 to 10 years","274,800",""
"2002","Slovenia","Number","Over 10 years","181,900",""
"2002","Slovakia","Number","Less than 2 years",":",""
"2002","Slovakia","Number","From 2 to 5 years",":",""
"2002","Slovakia","Number","From 5 to 10 years",":",""
"2002","Slovakia","Number","Over 10 years",":",""
"2002","Finland","Number","Less than 2 years","228,000","d"
"2002","Finland","Number","From 2 to 5 years","404,000","d"
"2002","Finland","Number","From 5 to 10 years","409,000","d"
"2002","Finland","Number","Over 10 years","1,138,000","d"
"2002","Sweden","Number","Less than 2 years","726,000",""
"2002","Sweden","Number","From 2 to 5 years","873,000",""
"2002","Sweden","Number","From 5 to 10 years","825,000",""
"2002","Sweden","Number","Over 10 years","1,619,000",""
"2002","United Kingdom","Number","Less than 2 years","5,034,000",""
"2002","United Kingdom","Number","From 2 to 5 years","6,419,000",""
"2002","United Kingdom","Number","From 5 to 10 years","8,493,000",""
"2002","United Kingdom","Number","Over 10 years","5,837,000",""
"2002","Iceland","Number","Less than 2 years","30,000",""
"2002","Iceland","Number","From 2 to 5 years","44,000",""
"2002","Iceland","Number","From 5 to 10 years","32,000",""
"2002","Iceland","Number","Over 10 years","56,000",""
"2002","Liechtenstein","Number","Less than 2 years","4,000",""
"2002","Liechtenstein","Number","From 2 to 5 years","6,000",""
"2002","Liechtenstein","Number","From 5 to 10 years","7,000",""
"2002","Liechtenstein","Number","Over 10 years","5,000",""
"2002","Norway","Number","Less than 2 years",":",""
"2002","Norway","Number","From 2 to 5 years",":",""
"2002","Norway","Number","From 5 to 10 years",":",""
"2002","Norway","Number","Over 10 years",":",""
"2002","Switzerland","Number","Less than 2 years","599,000",""
"2002","Switzerland","Number","From 2 to 5 years","867,000",""
"2002","Switzerland","Number","From 5 to 10 years","1,131,000",""
"2002","Switzerland","Number","Over 10 years","1,103,000",""
"2002","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years","8,000",""
"2002","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years","29,000",""
"2002","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years","64,000",""
"2002","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years","207,000",""
"2002","Turkey","Number","Less than 2 years",":",""
"2002","Turkey","Number","From 2 to 5 years",":",""
"2002","Turkey","Number","From 5 to 10 years",":",""
"2002","Turkey","Number","Over 10 years",":",""
"2003","Belgium","Number","Less than 2 years","690,000",""
"2003","Belgium","Number","From 2 to 5 years","1,230,000",""
"2003","Belgium","Number","From 5 to 10 years","1,481,000",""
"2003","Belgium","Number","Over 10 years","1,420,000",""
"2003","Bulgaria","Number","Less than 2 years",":",""
"2003","Bulgaria","Number","From 2 to 5 years",":",""
"2003","Bulgaria","Number","From 5 to 10 years",":",""
"2003","Bulgaria","Number","Over 10 years",":",""
"2003","Czech Republic","Number","Less than 2 years","288,382",""
"2003","Czech Republic","Number","From 2 to 5 years","443,742",""
"2003","Czech Republic","Number","From 5 to 10 years","881,230",""
"2003","Czech Republic","Number","Over 10 years","2,092,658",""
"2003","Denmark","Number","Less than 2 years",":",""
"2003","Denmark","Number","From 2 to 5 years",":",""
"2003","Denmark","Number","From 5 to 10 years",":",""
"2003","Denmark","Number","Over 10 years",":",""
"2003","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years","6,490,253",""
"2003","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years","9,879,099",""
"2003","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years","14,885,626",""
"2003","Germany (until 1990 former territory of the FRG)","Number","Over 10 years","13,767,948",""
"2003","Estonia","Number","Less than 2 years","30,200",""
"2003","Estonia","Number","From 2 to 5 years","33,800",""
"2003","Estonia","Number","From 5 to 10 years","68,900",""
"2003","Estonia","Number","Over 10 years","301,000",""
"2003","Ireland","Number","Less than 2 years","272,000",""
"2003","Ireland","Number","From 2 to 5 years","516,000",""
"2003","Ireland","Number","From 5 to 10 years","567,000",""
"2003","Ireland","Number","Over 10 years","152,000",""
"2003","Greece","Number","Less than 2 years",":",""
"2003","Greece","Number","From 2 to 5 years",":",""
"2003","Greece","Number","From 5 to 10 years",":",""
"2003","Greece","Number","Over 10 years",":",""
"2003","Spain","Number","Less than 2 years","2,718,000",""
"2003","Spain","Number","From 2 to 5 years","4,129,000",""
"2003","Spain","Number","From 5 to 10 years","4,469,000",""
"2003","Spain","Number","Over 10 years","7,372,000",""
"2003","France","Number","Less than 2 years","4,230,000",""
"2003","France","Number","From 2 to 5 years","6,630,000",""
"2003","France","Number","From 5 to 10 years","9,171,000",""
"2003","France","Number","Over 10 years","9,529,000",""
"2003","Croatia","Number","Less than 2 years","210,000",""
"2003","Croatia","Number","From 2 to 5 years","198,000",""
"2003","Croatia","Number","From 5 to 10 years","257,000",""
"2003","Croatia","Number","Over 10 years","617,000",""
"2003","Italy","Number","Less than 2 years","4,478,000",""
"2003","Italy","Number","From 2 to 5 years","13,770,000",""
"2003","Italy","Number","From 5 to 10 years","7,727,000",""
"2003","Italy","Number","Over 10 years","8,336,000",""
"2003","Cyprus","Number","Less than 2 years","17,000",""
"2003","Cyprus","Number","From 2 to 5 years","36,000",""
"2003","Cyprus","Number","From 5 to 10 years","113,000",""
"2003","Cyprus","Number","Over 10 years","137,000",""
"2003","Latvia","Number","Less than 2 years","14,800",""
"2003","Latvia","Number","From 2 to 5 years","23,100",""
"2003","Latvia","Number","From 5 to 10 years","50,200",""
"2003","Latvia","Number","Over 10 years","560,800",""
"2003","Lithuania","Number","Less than 2 years","15,271",""
"2003","Lithuania","Number","From 2 to 5 years","19,678",""
"2003","Lithuania","Number","From 5 to 10 years","60,111",""
"2003","Lithuania","Number","Over 10 years","1,161,793",""
"2003","Luxembourg","Number","Less than 2 years","77,000",""
"2003","Luxembourg","Number","From 2 to 5 years","87,000",""
"2003","Luxembourg","Number","From 5 to 10 years","76,000",""
"2003","Luxembourg","Number","Over 10 years","54,000",""
"2003","Hungary","Number","Less than 2 years","367,000",""
"2003","Hungary","Number","From 2 to 5 years","432,000",""
"2003","Hungary","Number","From 5 to 10 years","505,000",""
"2003","Hungary","Number","Over 10 years","1,473,000",""
"2003","Malta","Number","Less than 2 years",":",""
"2003","Malta","Number","From 2 to 5 years",":",""
"2003","Malta","Number","From 5 to 10 years",":",""
"2003","Malta","Number","Over 10 years",":",""
"2003","Netherlands","Number","Less than 2 years","961,000",""
"2003","Netherlands","Number","From 2 to 5 years","1,641,000",""
"2003","Netherlands","Number","From 5 to 10 years","2,171,000",""
"2003","Netherlands","Number","Over 10 years","2,136,000",""
"2003","Austria","Number","Less than 2 years","539,000",""
"2003","Austria","Number","From 2 to 5 years","866,000",""
"2003","Austria","Number","From 5 to 10 years","1,302,000",""
"2003","Austria","Number","Over 10 years","1,348,000",""
"2003","Poland","Number","Less than 2 years","638,200",""
"2003","Poland","Number","From 2 to 5 years","1,406,200",""
"2003","Poland","Number","From 5 to 10 years","2,841,700",""
"2003","Poland","Number","Over 10 years","6,358,000",""
"2003","Portugal","Number","Less than 2 years",":",""
"2003","Portugal","Number","From 2 to 5 years",":",""
"2003","Portugal","Number","From 5 to 10 years",":",""
"2003","Portugal","Number","Over 10 years",":",""
"2003","Romania","Number","Less than 2 years",":",""
"2003","Romania","Number","From 2 to 5 years",":",""
"2003","Romania","Number","From 5 to 10 years",":",""
"2003","Romania","Number","Over 10 years",":",""
"2003","Slovenia","Number","Less than 2 years","98,000",""
"2003","Slovenia","Number","From 2 to 5 years","206,000",""
"2003","Slovenia","Number","From 5 to 10 years","327,000",""
"2003","Slovenia","Number","Over 10 years","280,000",""
"2003","Slovakia","Number","Less than 2 years",":",""
"2003","Slovakia","Number","From 2 to 5 years",":",""
"2003","Slovakia","Number","From 5 to 10 years",":",""
"2003","Slovakia","Number","Over 10 years",":",""
"2003","Finland","Number","Less than 2 years","266,000","d"
"2003","Finland","Number","From 2 to 5 years","393,000","d"
"2003","Finland","Number","From 5 to 10 years","494,000","d"
"2003","Finland","Number","Over 10 years","1,107,000","d"
"2003","Sweden","Number","Less than 2 years","693,000",""
"2003","Sweden","Number","From 2 to 5 years","916,000",""
"2003","Sweden","Number","From 5 to 10 years","869,000",""
"2003","Sweden","Number","Over 10 years","1,597,000",""
"2003","United Kingdom","Number","Less than 2 years","5,070,000",""
"2003","United Kingdom","Number","From 2 to 5 years","6,664,000",""
"2003","United Kingdom","Number","From 5 to 10 years","8,868,000",""
"2003","United Kingdom","Number","Over 10 years","5,638,000",""
"2003","Iceland","Number","Less than 2 years","25,000",""
"2003","Iceland","Number","From 2 to 5 years","49,000",""
"2003","Iceland","Number","From 5 to 10 years","35,000",""
"2003","Iceland","Number","Over 10 years","58,000",""
"2003","Liechtenstein","Number","Less than 2 years","4,220",""
"2003","Liechtenstein","Number","From 2 to 5 years","6,490",""
"2003","Liechtenstein","Number","From 5 to 10 years","7,330",""
"2003","Liechtenstein","Number","Over 10 years","5,480",""
"2003","Norway","Number","Less than 2 years",":",""
"2003","Norway","Number","From 2 to 5 years",":",""
"2003","Norway","Number","From 5 to 10 years",":",""
"2003","Norway","Number","Over 10 years",":",""
"2003","Switzerland","Number","Less than 2 years","561,000",""
"2003","Switzerland","Number","From 2 to 5 years","899,000",""
"2003","Switzerland","Number","From 5 to 10 years","11,560,000",""
"2003","Switzerland","Number","Over 10 years","1,133,000",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years",":",""
"2003","Turkey","Number","Less than 2 years",":",""
"2003","Turkey","Number","From 2 to 5 years",":",""
"2003","Turkey","Number","From 5 to 10 years",":",""
"2003","Turkey","Number","Over 10 years",":",""
"2004","Belgium","Number","Less than 2 years","705,000",""
"2004","Belgium","Number","From 2 to 5 years","1,196,000",""
"2004","Belgium","Number","From 5 to 10 years","1,543,000",""
"2004","Belgium","Number","Over 10 years","1,430,000",""
"2004","Bulgaria","Number","Less than 2 years",":",""
"2004","Bulgaria","Number","From 2 to 5 years",":",""
"2004","Bulgaria","Number","From 5 to 10 years",":",""
"2004","Bulgaria","Number","Over 10 years",":",""
"2004","Czech Republic","Number","Less than 2 years","279,000",""
"2004","Czech Republic","Number","From 2 to 5 years","444,000",""
"2004","Czech Republic","Number","From 5 to 10 years","1,006,000",""
"2004","Czech Republic","Number","Over 10 years","2,087,000",""
"2004","Denmark","Number","Less than 2 years",":",""
"2004","Denmark","Number","From 2 to 5 years",":",""
"2004","Denmark","Number","From 5 to 10 years",":",""
"2004","Denmark","Number","Over 10 years",":",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years","6,492,000",""
"2004","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years","9,331,000",""
"2004","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years","15,302,000",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Over 10 years","14,251,000",""
"2004","Estonia","Number","Less than 2 years","32,000",""
"2004","Estonia","Number","From 2 to 5 years","40,000",""
"2004","Estonia","Number","From 5 to 10 years","76,000",""
"2004","Estonia","Number","Over 10 years","323,000",""
"2004","Ireland","Number","Less than 2 years","273,000",""
"2004","Ireland","Number","From 2 to 5 years","502,000",""
"2004","Ireland","Number","From 5 to 10 years","589,000",""
"2004","Ireland","Number","Over 10 years","218,000",""
"2004","Greece","Number","Less than 2 years",":",""
"2004","Greece","Number","From 2 to 5 years",":",""
"2004","Greece","Number","From 5 to 10 years",":",""
"2004","Greece","Number","Over 10 years",":",""
"2004","Spain","Number","Less than 2 years","2,995,000","d"
"2004","Spain","Number","From 2 to 5 years","4,014,000","d"
"2004","Spain","Number","From 5 to 10 years","5,014,000","d"
"2004","Spain","Number","Over 10 years","7,519,000","d"
"2004","France","Number","Less than 2 years","4,085,000",""
"2004","France","Number","From 2 to 5 years","6,604,000",""
"2004","France","Number","From 5 to 10 years","9,352,000",""
"2004","France","Number","Over 10 years","9,859,000",""
"2004","Croatia","Number","Less than 2 years","210,000",""
"2004","Croatia","Number","From 2 to 5 years","205,000",""
"2004","Croatia","Number","From 5 to 10 years","304,000",""
"2004","Croatia","Number","Over 10 years","610,000",""
"2004","Italy","Number","Less than 2 years","4,707,000",""
"2004","Italy","Number","From 2 to 5 years","14,394,000",""
"2004","Italy","Number","From 5 to 10 years","7,419,000",""
"2004","Italy","Number","Over 10 years","7,453,000",""
"2004","Cyprus","Number","Less than 2 years","29,000",""
"2004","Cyprus","Number","From 2 to 5 years","40,000",""
"2004","Cyprus","Number","From 5 to 10 years","115,000",""
"2004","Cyprus","Number","Over 10 years","152,000",""
"2004","Latvia","Number","Less than 2 years","17,700",""
"2004","Latvia","Number","From 2 to 5 years","26,700",""
"2004","Latvia","Number","From 5 to 10 years","59,500",""
"2004","Latvia","Number","Over 10 years","582,200",""
"2004","Lithuania","Number","Less than 2 years","16,448",""
"2004","Lithuania","Number","From 2 to 5 years","25,262",""
"2004","Lithuania","Number","From 5 to 10 years","66,215",""
"2004","Lithuania","Number","Over 10 years","1,207,989",""
"2004","Luxembourg","Number","Less than 2 years","82,000",""
"2004","Luxembourg","Number","From 2 to 5 years","86,000",""
"2004","Luxembourg","Number","From 5 to 10 years","79,000",""
"2004","Luxembourg","Number","Over 10 years","53,000",""
"2004","Hungary","Number","Less than 2 years","578,000",""
"2004","Hungary","Number","From 2 to 5 years","445,000",""
"2004","Hungary","Number","From 5 to 10 years","516,000",""
"2004","Hungary","Number","Over 10 years","1,289,000",""
"2004","Malta","Number","Less than 2 years",":",""
"2004","Malta","Number","From 2 to 5 years",":",""
"2004","Malta","Number","From 5 to 10 years",":",""
"2004","Malta","Number","Over 10 years",":",""
"2004","Netherlands","Number","Less than 2 years","946,000",""
"2004","Netherlands","Number","From 2 to 5 years","1,545,000",""
"2004","Netherlands","Number","From 5 to 10 years","2,329,000",""
"2004","Netherlands","Number","Over 10 years","2,173,000",""
"2004","Austria","Number","Less than 2 years","570,000",""
"2004","Austria","Number","From 2 to 5 years","832,000",""
"2004","Austria","Number","From 5 to 10 years","1,330,000",""
"2004","Austria","Number","Over 10 years","1,376,000",""
"2004","Poland","Number","Less than 2 years","866,000",""
"2004","Poland","Number","From 2 to 5 years","1,465,000",""
"2004","Poland","Number","From 5 to 10 years","2,941,000",""
"2004","Poland","Number","Over 10 years","6,703,000",""
"2004","Portugal","Number","Less than 2 years",":",""
"2004","Portugal","Number","From 2 to 5 years",":",""
"2004","Portugal","Number","From 5 to 10 years",":",""
"2004","Portugal","Number","Over 10 years",":",""
"2004","Romania","Number","Less than 2 years",":",""
"2004","Romania","Number","From 2 to 5 years",":",""
"2004","Romania","Number","From 5 to 10 years",":",""
"2004","Romania","Number","Over 10 years",":",""
"2004","Slovenia","Number","Less than 2 years",":",""
"2004","Slovenia","Number","From 2 to 5 years",":",""
"2004","Slovenia","Number","From 5 to 10 years",":",""
"2004","Slovenia","Number","Over 10 years",":",""
"2004","Slovakia","Number","Less than 2 years",":",""
"2004","Slovakia","Number","From 2 to 5 years",":",""
"2004","Slovakia","Number","From 5 to 10 years",":",""
"2004","Slovakia","Number","Over 10 years",":",""
"2004","Finland","Number","Less than 2 years","291,000","d"
"2004","Finland","Number","From 2 to 5 years","372,000","d"
"2004","Finland","Number","From 5 to 10 years","571,000","d"
"2004","Finland","Number","Over 10 years","1,098,000","d"
"2004","Sweden","Number","Less than 2 years","733,000",""
"2004","Sweden","Number","From 2 to 5 years","853,000",""
"2004","Sweden","Number","From 5 to 10 years","1,009,000",""
"2004","Sweden","Number","Over 10 years","1,518,000",""
"2004","United Kingdom","Number","Less than 2 years","4,984,896",""
"2004","United Kingdom","Number","From 2 to 5 years","7,148,608",""
"2004","United Kingdom","Number","From 5 to 10 years","9,239,135",""
"2004","United Kingdom","Number","Over 10 years","5,655,461",""
"2004","Iceland","Number","Less than 2 years","39,000","e"
"2004","Iceland","Number","From 2 to 5 years","50,000","e"
"2004","Iceland","Number","From 5 to 10 years","34,000","e"
"2004","Iceland","Number","Over 10 years","53,000","e"
"2004","Liechtenstein","Number","Less than 2 years","3,900",""
"2004","Liechtenstein","Number","From 2 to 5 years","6,590",""
"2004","Liechtenstein","Number","From 5 to 10 years","7,710",""
"2004","Liechtenstein","Number","Over 10 years","5,740",""
"2004","Norway","Number","Less than 2 years","209,000",""
"2004","Norway","Number","From 2 to 5 years","311,000",""
"2004","Norway","Number","From 5 to 10 years","632,000",""
"2004","Norway","Number","Over 10 years","826,000",""
"2004","Switzerland","Number","Less than 2 years","533,000",""
"2004","Switzerland","Number","From 2 to 5 years","887,000",""
"2004","Switzerland","Number","From 5 to 10 years","1,218,000",""
"2004","Switzerland","Number","Over 10 years","1,173,000",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years",":",""
"2004","Turkey","Number","Less than 2 years","562,000",""
"2004","Turkey","Number","From 2 to 5 years","551,000",""
"2004","Turkey","Number","From 5 to 10 years","2,963,000",""
"2004","Turkey","Number","Over 10 years","1,324,000",""
"2005","Belgium","Number","Less than 2 years","1,118,000",""
"2005","Belgium","Number","From 2 to 5 years","1,134,000",""
"2005","Belgium","Number","From 5 to 10 years","1,843,000",""
"2005","Belgium","Number","Over 10 years","1,209,000",""
"2005","Bulgaria","Number","Less than 2 years",":",""
"2005","Bulgaria","Number","From 2 to 5 years",":",""
"2005","Bulgaria","Number","From 5 to 10 years",":",""
"2005","Bulgaria","Number","Over 10 years",":",""
"2005","Czech Republic","Number","Less than 2 years","257,000",""
"2005","Czech Republic","Number","From 2 to 5 years","458,000",""
"2005","Czech Republic","Number","From 5 to 10 years","1,091,000",""
"2005","Czech Republic","Number","Over 10 years","2,152,000",""
"2005","Denmark","Number","Less than 2 years",":",""
"2005","Denmark","Number","From 2 to 5 years",":",""
"2005","Denmark","Number","From 5 to 10 years",":",""
"2005","Denmark","Number","Over 10 years",":",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years","6,600,000",""
"2005","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years","9,232,000",""
"2005","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years","15,214,000",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Over 10 years","15,044,000",""
"2005","Estonia","Number","Less than 2 years","35,300",""
"2005","Estonia","Number","From 2 to 5 years","47,400",""
"2005","Estonia","Number","From 5 to 10 years","71,600",""
"2005","Estonia","Number","Over 10 years","339,400",""
"2005","Ireland","Number","Less than 2 years",":",""
"2005","Ireland","Number","From 2 to 5 years",":",""
"2005","Ireland","Number","From 5 to 10 years",":",""
"2005","Ireland","Number","Over 10 years",":",""
"2005","Greece","Number","Less than 2 years",":",""
"2005","Greece","Number","From 2 to 5 years",":",""
"2005","Greece","Number","From 5 to 10 years",":",""
"2005","Greece","Number","Over 10 years",":",""
"2005","Spain","Number","Less than 2 years",":",""
"2005","Spain","Number","From 2 to 5 years",":",""
"2005","Spain","Number","From 5 to 10 years",":",""
"2005","Spain","Number","Over 10 years",":",""
"2005","France","Number","Less than 2 years","4,121,000",""
"2005","France","Number","From 2 to 5 years","6,442,000",""
"2005","France","Number","From 5 to 10 years","9,561,000",""
"2005","France","Number","Over 10 years","9,977,000",""
"2005","Croatia","Number","Less than 2 years","211,000",""
"2005","Croatia","Number","From 2 to 5 years","218,000",""
"2005","Croatia","Number","From 5 to 10 years","349,000",""
"2005","Croatia","Number","Over 10 years","596,000",""
"2005","Italy","Number","Less than 2 years","4,680,000",""
"2005","Italy","Number","From 2 to 5 years","14,296,000",""
"2005","Italy","Number","From 5 to 10 years","7,599,000",""
"2005","Italy","Number","Over 10 years","8,093,000",""
"2005","Cyprus","Number","Less than 2 years","38,000",""
"2005","Cyprus","Number","From 2 to 5 years","44,000",""
"2005","Cyprus","Number","From 5 to 10 years","111,000",""
"2005","Cyprus","Number","Over 10 years","162,000",""
"2005","Latvia","Number","Less than 2 years","25,400",""
"2005","Latvia","Number","From 2 to 5 years","30,000",""
"2005","Latvia","Number","From 5 to 10 years","74,400",""
"2005","Latvia","Number","Over 10 years","612,600",""
"2005","Lithuania","Number","Less than 2 years","19,948",""
"2005","Lithuania","Number","From 2 to 5 years","33,033",""
"2005","Lithuania","Number","From 5 to 10 years","84,213",""
"2005","Lithuania","Number","Over 10 years","1,318,082",""
"2005","Luxembourg","Number","Less than 2 years","87,000",""
"2005","Luxembourg","Number","From 2 to 5 years","87,000",""
"2005","Luxembourg","Number","From 5 to 10 years","81,000",""
"2005","Luxembourg","Number","Over 10 years","52,000",""
"2005","Hungary","Number","Less than 2 years","602,000",""
"2005","Hungary","Number","From 2 to 5 years","501,000",""
"2005","Hungary","Number","From 5 to 10 years","549,000",""
"2005","Hungary","Number","Over 10 years","1,237,000",""
"2005","Malta","Number","Less than 2 years","10,941",""
"2005","Malta","Number","From 2 to 5 years","23,319",""
"2005","Malta","Number","From 5 to 10 years","64,479",""
"2005","Malta","Number","Over 10 years","113,981",""
"2005","Netherlands","Number","Less than 2 years","926,000",""
"2005","Netherlands","Number","From 2 to 5 years","1,448,000",""
"2005","Netherlands","Number","From 5 to 10 years","2,471,000",""
"2005","Netherlands","Number","Over 10 years","2,248,000",""
"2005","Austria","Number","Less than 2 years","576,000",""
"2005","Austria","Number","From 2 to 5 years","824,000",""
"2005","Austria","Number","From 5 to 10 years","1,349,000",""
"2005","Austria","Number","Over 10 years","1,408,000",""
"2005","Poland","Number","Less than 2 years","646,000",""
"2005","Poland","Number","From 2 to 5 years","920,000",""
"2005","Poland","Number","From 5 to 10 years","3,250,000",""
"2005","Poland","Number","Over 10 years","7,523,000",""
"2005","Portugal","Number","Less than 2 years",":",""
"2005","Portugal","Number","From 2 to 5 years",":",""
"2005","Portugal","Number","From 5 to 10 years",":",""
"2005","Portugal","Number","Over 10 years",":",""
"2005","Romania","Number","Less than 2 years",":",""
"2005","Romania","Number","From 2 to 5 years",":",""
"2005","Romania","Number","From 5 to 10 years",":",""
"2005","Romania","Number","Over 10 years",":",""
"2005","Slovenia","Number","Less than 2 years","107,000",""
"2005","Slovenia","Number","From 2 to 5 years","185,000",""
"2005","Slovenia","Number","From 5 to 10 years","369,000",""
"2005","Slovenia","Number","Over 10 years","301,000",""
"2005","Slovakia","Number","Less than 2 years",":",""
"2005","Slovakia","Number","From 2 to 5 years",":",""
"2005","Slovakia","Number","From 5 to 10 years",":",""
"2005","Slovakia","Number","Over 10 years",":",""
"2005","Finland","Number","Less than 2 years","293,000","d"
"2005","Finland","Number","From 2 to 5 years","387,000","d"
"2005","Finland","Number","From 5 to 10 years","638,000","d"
"2005","Finland","Number","Over 10 years","1,097,000","d"
"2005","Sweden","Number","Less than 2 years","757,000",""
"2005","Sweden","Number","From 2 to 5 years","761,000",""
"2005","Sweden","Number","From 5 to 10 years","1,184,000",""
"2005","Sweden","Number","Over 10 years","1,452,000",""
"2005","United Kingdom","Number","Less than 2 years","4,796,640",""
"2005","United Kingdom","Number","From 2 to 5 years","7,475,000",""
"2005","United Kingdom","Number","From 5 to 10 years","9,578,000",""
"2005","United Kingdom","Number","Over 10 years","5,670,000",""
"2005","Iceland","Number","Less than 2 years","36,000","e"
"2005","Iceland","Number","From 2 to 5 years","26,000","e"
"2005","Iceland","Number","From 5 to 10 years","67,000","e"
"2005","Iceland","Number","Over 10 years","58,000","e"
"2005","Liechtenstein","Number","Less than 2 years","3,960",""
"2005","Liechtenstein","Number","From 2 to 5 years","6,320",""
"2005","Liechtenstein","Number","From 5 to 10 years","8,280",""
"2005","Liechtenstein","Number","Over 10 years","5,840",""
"2005","Norway","Number","Less than 2 years","230,000",""
"2005","Norway","Number","From 2 to 5 years","307,000",""
"2005","Norway","Number","From 5 to 10 years","649,000",""
"2005","Norway","Number","Over 10 years","843,000",""
"2005","Switzerland","Number","Less than 2 years","510,000",""
"2005","Switzerland","Number","From 2 to 5 years","853,000",""
"2005","Switzerland","Number","From 5 to 10 years","1,261,000",""
"2005","Switzerland","Number","Over 10 years","1,239,000",""
"2005","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years","13,700",""
"2005","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years","13,000",""
"2005","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years","55,200",""
"2005","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years","171,300",""
"2005","Turkey","Number","Less than 2 years","535,000",""
"2005","Turkey","Number","From 2 to 5 years","649,000",""
"2005","Turkey","Number","From 5 to 10 years","1,609,000",""
"2005","Turkey","Number","Over 10 years","2,980,000",""
"2006","Belgium","Number","Less than 2 years","1,191,000",""
"2006","Belgium","Number","From 2 to 5 years","1,078,000",""
"2006","Belgium","Number","From 5 to 10 years","1,517,000",""
"2006","Belgium","Number","Over 10 years","1,190,000",""
"2006","Bulgaria","Number","Less than 2 years",":",""
"2006","Bulgaria","Number","From 2 to 5 years",":",""
"2006","Bulgaria","Number","From 5 to 10 years",":",""
"2006","Bulgaria","Number","Over 10 years",":",""
"2006","Czech Republic","Number","Less than 2 years","254,000",""
"2006","Czech Republic","Number","From 2 to 5 years","466,000",""
"2006","Czech Republic","Number","From 5 to 10 years","1,108,000",""
"2006","Czech Republic","Number","Over 10 years","2,281,000",""
"2006","Denmark","Number","Less than 2 years","569,000",""
"2006","Denmark","Number","From 2 to 5 years","375,000",""
"2006","Denmark","Number","From 5 to 10 years","778,000",""
"2006","Denmark","Number","Over 10 years","757,000",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years","6,804,000",""
"2006","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years","9,139,000",""
"2006","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years","14,821,000",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Over 10 years","15,805,000",""
"2006","Estonia","Number","Less than 2 years","43,400",""
"2006","Estonia","Number","From 2 to 5 years","55,700",""
"2006","Estonia","Number","From 5 to 10 years","87,900",""
"2006","Estonia","Number","Over 10 years","367,000",""
"2006","Ireland","Number","Less than 2 years","324,000",""
"2006","Ireland","Number","From 2 to 5 years","433,000",""
"2006","Ireland","Number","From 5 to 10 years","749,000",""
"2006","Ireland","Number","Over 10 years","274,000",""
"2006","Greece","Number","Less than 2 years",":",""
"2006","Greece","Number","From 2 to 5 years",":",""
"2006","Greece","Number","From 5 to 10 years",":",""
"2006","Greece","Number","Over 10 years",":",""
"2006","Spain","Number","Less than 2 years","4,759,000","d"
"2006","Spain","Number","From 2 to 5 years","4,005,000","d"
"2006","Spain","Number","From 5 to 10 years","5,521,000","d"
"2006","Spain","Number","Over 10 years","3,738,000","d"
"2006","France","Number","Less than 2 years","4,111,000",""
"2006","France","Number","From 2 to 5 years","6,249,000",""
"2006","France","Number","From 5 to 10 years","9,744,000",""
"2006","France","Number","Over 10 years","10,296,000",""
"2006","Croatia","Number","Less than 2 years","214,000",""
"2006","Croatia","Number","From 2 to 5 years","225,000",""
